date,station,depth_m,temp_c,sal_psu,density_kg_per_m3,par,fluor_mg_per_m3,turbidity_ntu,O2_umol_per_kg,O2_pct_sat,ph
20240905,S1,0.78,16.8495,31.3065,22.7164,1.40E+03,0.9783,1.1572,200.339,81.712,8.024
20240905,S1,0.787,16.8444,31.3016,22.7138,1.70E+03,0.9838,1.1543,200.69,81.845,8.025
20240905,S1,0.789,16.8368,31.3022,22.716,1.67E+03,1.0066,1.1543,200.575,81.786,8.027
20240905,S1,0.79,16.8294,31.3028,22.7182,1.79E+03,1.0112,1.1543,200.642,81.802,8.029
20240905,S1,0.792,16.824,31.3023,22.719,1.64E+03,1.0515,1.1543,201.918,82.314,8.03
20240905,S1,0.791,16.8298,31.2936,22.711,1.66E+03,1.0506,1.1514,203.769,83.073,8.031
20240905,S1,0.79,16.8344,31.2908,22.7078,1.49E+03,1.0652,1.1079,206.081,84.021,8.031
20240905,S1,0.791,16.8355,31.2916,22.7082,1.56E+03,1.0652,1.105,207.879,84.756,8.032
20240905,S1,0.796,16.8384,31.2901,22.7064,1.43E+03,1.1147,1.1456,208.62,85.062,8.032
20240905,S1,0.801,16.8421,31.289,22.7047,1.55E+03,1.1238,1.1543,208.348,84.957,8.032
20240905,S1,0.803,16.8306,31.2989,22.7149,1.66E+03,1.1733,1.1514,208.059,84.826,8.032
20240905,S1,0.807,16.8354,31.2899,22.7069,1.61E+03,1.1916,1.1543,208.246,84.905,8.032
20240905,S1,0.802,16.8369,31.2907,22.7072,1.70E+03,1.209,1.1253,208.661,85.077,8.032
20240905,S1,0.8,16.8339,31.2935,22.71,1.53E+03,1.22,1.1079,208.784,85.124,8.032
20240905,S1,0.8,16.8424,31.2858,22.7022,1.46E+03,1.2337,1.1514,208.351,84.957,8.032
20240905,S1,0.805,16.8504,31.2849,22.6996,1.65E+03,1.2493,1.2007,208.701,85.112,8.032
20240905,S1,0.811,16.8529,31.288,22.7014,1.28E+03,1.2438,1.1833,210.366,85.797,8.032
20240905,S1,0.812,16.8336,31.3002,22.7152,1.65E+03,1.2355,1.1543,212.527,86.654,8.033
20240905,S1,0.807,16.8326,31.2923,22.7094,1.30E+03,1.231,1.1543,214.204,87.331,8.032
20240905,S1,0.805,16.8431,31.2851,22.7014,1.51E+03,1.22,1.1543,214.666,87.532,8.032
20240905,S1,0.806,16.8431,31.2897,22.7049,1.44E+03,1.2236,1.1572,214.859,87.614,8.033
20240905,S1,0.805,16.855,31.2803,22.6951,1.34E+03,1.2639,1.2007,214.718,87.571,8.032
20240905,S1,0.807,16.8596,31.2858,22.6982,1.46E+03,1.263,1.2007,213.636,87.14,8.032
20240905,S1,0.808,16.8606,31.287,22.6989,1.28E+03,1.263,1.1543,212.837,86.817,8.032
20240905,S1,0.808,16.8477,31.2965,22.7091,1.07E+03,1.2639,1.1543,213.019,86.875,8.033
20240905,S1,0.811,16.8447,31.2918,22.7062,9.25E+02,1.2767,1.1514,213.693,87.142,8.033
20240905,S1,0.883,16.8397,31.293,22.7083,8.48E+02,1.2795,1.1543,214.785,87.58,8.033
20240905,S1,1.025,16.8168,31.3047,22.7225,1.06E+03,1.2163,1.2558,215.243,87.735,8.033
20240905,S1,1.18,16.8211,31.2884,22.709,1.00E+03,1.1925,1.2935,215.822,87.969,8.033
20240905,S1,1.341,16.7938,31.3092,22.7312,1.04E+03,1.2007,1.3515,216.705,88.295,8.032
20240905,S1,1.498,16.7738,31.3065,22.7338,9.19E+02,1.2072,1.3892,217.262,88.486,8.033
20240905,S1,1.653,16.7441,31.3098,22.7431,7.97E+02,1.2694,1.3892,217.389,88.489,8.033
20240905,S1,1.806,16.7364,31.3025,22.7393,7.99E+02,1.3372,1.3892,217.154,88.376,8.033
20240905,S1,1.956,16.7475,31.2937,22.7301,7.28E+02,1.3756,1.3863,217.137,88.382,8.033
20240905,S1,2.108,16.7462,31.2984,22.7339,6.24E+02,1.4525,1.3863,217.13,88.38,8.033
20240905,S1,2.263,16.718,31.3086,22.7483,5.94E+02,1.4818,1.4414,217.138,88.342,8.033
20240905,S1,2.418,16.7062,31.3076,22.7502,5.19E+02,1.5825,1.624,216.808,88.187,8.032
20240905,S1,2.574,16.6674,31.3144,22.7643,5.25E+02,1.5853,1.6298,216.717,88.088,8.033
20240905,S1,2.732,16.6628,31.3057,22.7586,4.77E+02,1.6118,1.6733,216.629,88.039,8.032
20240905,S1,2.893,16.6666,31.3013,22.7544,4.40E+02,1.6118,1.6704,216.616,88.038,8.032
20240905,S1,3.059,16.6691,31.3044,22.7562,4.25E+02,1.6256,1.6704,217.046,88.219,8.031
20240905,S1,3.229,16.6611,31.3049,22.7584,3.73E+02,1.6265,1.6733,217.621,88.439,8.031
20240905,S1,3.399,16.6594,31.303,22.7573,3.49E+02,1.6384,1.5892,218.309,88.715,8.031
20240905,S1,3.575,16.6594,31.303,22.7574,3.19E+02,1.6384,1.5776,218.729,88.885,8.03
20240905,S1,3.745,16.6588,31.3029,22.7574,2.96E+02,1.6512,1.6124,218.855,88.935,8.031
20240905,S1,3.911,16.6617,31.3009,22.7553,2.75E+02,1.6558,1.624,217.98,88.584,8.03
20240905,S1,4.077,16.6594,31.3023,22.7568,2.60E+02,1.6292,1.5689,216.656,88.043,8.03
20240905,S1,4.246,16.6602,31.3021,22.7565,2.40E+02,1.6118,1.5312,215.314,87.498,8.03
20240905,S1,4.42,16.6582,31.3022,22.7571,2.26E+02,1.6118,1.5283,214.465,87.15,8.03
20240905,S1,4.6,16.6634,31.2992,22.7536,2.12E+02,1.6127,1.5312,214.772,87.282,8.03
20240905,S1,4.79,16.6632,31.3005,22.7547,1.96E+02,1.6182,1.595,215.749,87.679,8.03
20240905,S1,4.967,16.6604,31.3024,22.7567,1.83E+02,1.6274,1.7197,216.598,88.021,8.03
20240905,S1,5.123,16.6555,31.3027,22.7581,1.73E+02,1.6237,1.6965,217.064,88.202,8.03
20240905,S1,5.276,16.6595,31.2991,22.7544,1.61E+02,1.6118,1.624,217.062,88.206,8.03
20240905,S1,5.439,16.6642,31.2986,22.753,1.52E+02,1.6118,1.6211,217.116,88.235,8.03
20240905,S1,5.607,16.6674,31.2981,22.7519,1.43E+02,1.6118,1.5776,217.174,88.264,8.03
20240905,S1,5.769,16.6662,31.3016,22.7548,1.34E+02,1.6109,1.5747,217.15,88.254,8.031
20240905,S1,5.937,16.6631,31.2998,22.7542,1.25E+02,1.5972,1.5312,217.267,88.296,8.031
20240905,S1,6.105,16.6658,31.2992,22.7531,1.17E+02,1.5972,1.5312,217.547,88.414,8.03
20240905,S1,6.262,16.6664,31.2989,22.7528,1.10E+02,1.5596,1.4095,218.139,88.655,8.031
20240905,S1,6.428,16.6621,31.3013,22.7555,1.03E+02,1.5523,1.3863,218.648,88.856,8.031
20240905,S1,6.603,16.6625,31.3,22.7545,9.76E+01,1.5633,1.3196,218.889,88.954,8.031
20240905,S1,6.779,16.6579,31.301,22.7563,9.09E+01,1.5679,1.2964,218.76,88.894,8.03
20240905,S1,6.945,16.6624,31.2986,22.7534,8.43E+01,1.5496,1.3225,218.64,88.852,8.03
20240905,S1,7.109,16.6526,31.3049,22.7605,7.85E+01,1.5367,1.3399,218.208,88.663,8.03
20240905,S1,7.277,16.6419,31.3024,22.761,7.33E+01,1.5303,1.3196,218.007,88.562,8.03
20240905,S1,7.45,16.6451,31.3013,22.7595,6.84E+01,1.523,1.2935,218.285,88.679,8.03
20240905,S1,7.617,16.6451,31.3008,22.7591,6.43E+01,1.5184,1.2906,218.413,88.731,8.03
20240905,S1,7.784,16.6446,31.3014,22.7597,6.03E+01,1.5093,1.2964,218.271,88.673,8.03
20240905,S1,7.957,16.5634,31.3587,22.8221,5.66E+01,1.5056,1.2935,218.282,88.573,8.03
20240905,S1,8.136,16.3165,31.3858,22.8989,5.30E+01,1.4937,1.2906,219.119,88.506,8.031
20240905,S1,8.309,16.3156,31.3415,22.8651,4.96E+01,1.4882,1.2993,218.868,88.376,8.031
20240905,S1,8.481,16.351,31.3346,22.8518,4.65E+01,1.436,1.3428,218.078,88.113,8.03
20240905,S1,8.637,16.359,31.3332,22.8489,4.38E+01,1.437,1.3428,216.903,87.651,8.029
20240905,S1,8.781,16.3825,31.3217,22.8348,4.15E+01,1.4095,1.3399,215.634,87.171,8.027
20240905,S1,8.936,16.3438,31.359,22.8722,3.92E+01,1.4086,1.3428,215.194,86.95,8.027
20240905,S1,9.096,16.2769,31.3498,22.8802,3.70E+01,1.2731,1.2587,215.728,87.047,8.028
20240905,S1,9.254,16.2596,31.3529,22.8864,3.50E+01,1.2493,1.2471,216.604,87.373,8.027
20240905,S1,9.409,16.257,31.3436,22.8799,3.31E+01,1.2172,1.2471,216.786,87.437,8.025
20240905,S1,9.566,16.2551,31.3493,22.8847,3.13E+01,1.2053,1.2471,216.45,87.301,8.023
20240905,S1,9.721,16.2091,31.365,22.9071,2.97E+01,1.1971,1.2761,216.402,87.214,8.023
20240905,S1,9.873,16.1406,31.3684,22.9251,2.82E+01,1.1916,1.2935,216.558,87.163,8.023
20240905,S1,10.03,16.1448,31.3597,22.9174,2.68E+01,1.1733,1.2471,216.407,87.104,8.022
20240905,S1,10.204,16.1535,31.352,22.9096,2.52E+01,1.154,1.2007,215.925,86.92,8.022
20240905,S1,10.371,16.1333,31.3608,22.9209,2.38E+01,1.154,1.2007,215.887,86.875,8.021
20240905,S1,10.542,16.1069,31.3635,22.9289,2.25E+01,1.155,1.2007,216.042,86.895,8.02
20240905,S1,10.71,16.103,31.3629,22.9293,2.12E+01,1.1467,1.2123,216.122,86.92,8.02
20240905,S1,10.88,16.1011,31.3596,22.9271,2.01E+01,1.1229,1.2471,216.06,86.89,8.02
20240905,S1,11.057,16.0935,31.3627,22.9313,1.90E+01,1.1211,1.2355,215.851,86.795,8.019
20240905,S1,11.239,16.0855,31.3629,22.9332,1.78E+01,1.1083,1.1543,215.59,86.677,8.019
20240905,S1,11.425,16.0748,31.3632,22.9358,1.68E+01,1.1083,1.1543,215.343,86.559,8.019
20240905,S1,11.603,16.0784,31.3596,22.9322,1.58E+01,1.1083,1.2935,215.041,86.442,8.019
20240905,S1,11.786,16.0797,31.3592,22.9317,1.49E+01,1.1092,1.2935,214.903,86.389,8.018
20240905,S1,11.966,16.0841,31.3581,22.9298,1.40E+01,1.122,1.2152,214.719,86.321,8.019
20240905,S1,12.14,16.0571,31.3703,22.9452,1.33E+01,1.1238,1.2007,214.703,86.277,8.019
20240905,S1,12.307,16.0402,31.3652,22.9451,1.26E+01,1.1138,1.2007,214.881,86.317,8.018
20240905,S1,12.479,16.0481,31.3606,22.9398,1.19E+01,1.1092,1.1978,215.01,86.379,8.019
20240905,S1,12.661,16.0363,31.3715,22.9508,1.13E+01,1.1092,1.2587,214.956,86.344,8.019
20240905,S1,12.843,16.0073,31.37,22.9562,1.06E+01,1.1092,1.2935,214.591,86.148,8.019
20240905,S1,13.021,16.0003,31.3709,22.9584,1.00E+01,1.1092,1.2471,214.287,86.015,8.019
20240905,S1,13.201,15.9785,31.3766,22.9676,9.48E+00,1.1092,1.2007,214.47,86.055,8.02
20240905,S1,13.372,15.9668,31.3748,22.9688,8.98E+00,1.1037,1.1833,214.964,86.232,8.02
20240905,S1,13.543,15.9567,31.3744,22.9708,8.51E+00,1.0945,1.1543,215.047,86.249,8.02
20240905,S1,13.72,15.9404,31.3775,22.9768,8.06E+00,1.0909,1.1862,214.978,86.195,8.02
20240905,S1,13.896,15.9321,31.3763,22.9777,7.64E+00,1.079,1.2935,214.977,86.18,8.02
20240905,S1,14.082,15.9258,31.3743,22.9776,7.21E+00,1.0799,1.2877,215.053,86.199,8.02
20240905,S1,14.273,15.9288,31.3754,22.9778,6.79E+00,1.0799,1.2471,215.266,86.29,8.02
20240905,S1,14.457,15.9239,31.3742,22.978,6.41E+00,1.0799,1.2471,215.585,86.409,8.02
20240905,S1,14.645,15.9276,31.3728,22.9761,6.04E+00,1.0945,1.1543,215.728,86.471,8.021
20240905,S1,14.83,15.9094,31.382,22.9872,5.70E+00,1.0945,1.1543,215.556,86.377,8.023
20240905,S1,15.018,15.8779,31.3854,22.9968,5.38E+00,1.0936,1.1543,215.356,86.246,8.024
20240905,S1,15.205,15.8576,31.3846,23.0007,5.07E+00,1.0927,1.1543,215.14,86.125,8.026
20240905,S1,15.397,15.875,31.3742,22.9888,4.78E+00,1.0826,1.1891,214.574,85.922,8.027
20240905,S1,15.57,15.8773,31.3802,22.9929,4.53E+00,1.0799,1.2007,214.046,85.717,8.027
20240905,S1,15.736,15.8608,31.3818,22.9978,4.31E+00,1.0799,1.2007,213.807,85.595,8.028
20240905,S1,15.901,15.8577,31.3835,22.9998,4.09E+00,1.0799,1.2007,213.78,85.58,8.028
20240905,S1,16.081,15.8507,31.3774,22.9967,3.87E+00,1.0717,1.2007,214.168,85.72,8.029
20240905,S1,16.261,15.8295,31.3896,23.0108,3.66E+00,1.0652,1.2007,214.597,85.864,8.029
20240905,S1,16.443,15.8583,31.3731,22.9917,3.46E+00,1.0762,1.1833,214.43,85.835,8.03
20240905,S1,16.625,15.8621,31.3772,22.994,3.26E+00,1.0955,1.1543,213.996,85.67,8.03
20240905,S1,16.808,15.8658,31.3791,22.9947,3.08E+00,1.0872,1.1543,213.555,85.501,8.03
20240905,S1,16.98,15.8208,31.3937,23.0158,2.92E+00,1.0652,1.1543,213.574,85.442,8.031
20240905,S1,17.156,15.8049,31.3884,23.0153,2.77E+00,1.0652,1.1514,213.804,85.504,8.031
20240905,S1,17.337,15.8073,31.3809,23.009,2.62E+00,1.0643,1.1543,213.931,85.555,8.031
20240905,S1,17.522,15.8323,31.3782,23.0014,2.48E+00,1.0643,1.1543,213.863,85.568,8.031
20240905,S1,17.711,15.8359,31.3793,23.0014,2.33E+00,1.0643,1.105,213.816,85.556,8.032
20240905,S1,17.89,15.8263,31.3846,23.0077,2.20E+00,1.0652,1.1079,214.006,85.619,8.032
20240905,S1,18.069,15.8121,31.3847,23.0109,2.09E+00,1.0781,1.1456,214.422,85.761,8.032
20240905,S1,18.244,15.8239,31.378,23.0031,1.97E+00,1.0799,1.1543,214.362,85.753,8.033
20240905,S1,18.43,15.8339,31.38,23.0024,1.86E+00,1.068,1.0847,214.228,85.718,8.033
20240905,S1,18.613,15.8215,31.3865,23.0102,1.76E+00,1.0652,1.0587,214.297,85.728,8.034
20240905,S1,18.805,15.819,31.3791,23.005,1.66E+00,1.0826,1.0876,214.482,85.794,8.034
20240905,S1,18.996,15.8187,31.3832,23.0083,1.56E+00,1.0945,1.105,214.728,85.894,8.035
20240905,S1,19.181,15.8171,31.382,23.0077,1.47E+00,1.0945,1.1282,214.717,85.886,8.035
20240905,S1,19.356,15.8116,31.3837,23.0103,1.40E+00,1.0945,1.1543,214.587,85.826,8.036
20240905,S1,19.534,15.8105,31.3819,23.0091,1.32E+00,1.1009,1.1369,214.535,85.802,8.036
20240905,S1,19.717,15.7196,31.4189,23.0576,1.25E+00,1.1101,1.1079,214.757,85.76,8.037
20240905,S1,19.913,15.7202,31.3914,23.0363,1.18E+00,1.1046,1.0934,214.759,85.746,8.037
20240905,S1,20.105,15.7057,31.399,23.0454,1.11E+00,1.0936,1.0587,214.48,85.615,8.037
20240905,S1,20.288,15.7165,31.3921,23.0377,1.05E+00,1.0945,1.0645,213.993,85.434,8.037
20240905,S1,20.45,15.7225,31.3904,23.0351,9.98E-01,1.0945,1.1079,213.844,85.384,8.037
20240905,S1,20.613,15.7118,31.3936,23.0399,9.43E-01,1.0945,1.1079,214.027,85.441,8.037
20240905,S1,20.783,15.7286,31.3842,23.029,8.98E-01,1.0955,1.0616,214.338,85.587,8.037
20240905,S1,20.949,15.7398,31.3897,23.0307,8.56E-01,1.0945,1.0616,214.626,85.725,8.036
20240905,S1,21.133,15.7363,31.3889,23.0309,8.06E-01,1.0808,1.021,214.669,85.735,8.036
20240905,S1,21.325,15.7449,31.3883,23.0286,7.59E-01,1.079,1.0123,214.685,85.756,8.036
20240905,S1,21.504,15.6861,31.4052,23.0545,7.13E-01,1.0781,1.0818,214.545,85.611,8.037
20240905,S1,21.667,15.7317,31.3768,23.0227,6.80E-01,1.079,1.105,213.906,85.416,8.037
20240905,S1,21.833,15.7117,31.3975,23.043,6.50E-01,1.0698,1.105,213.811,85.357,8.037
20240905,S1,22.002,15.7028,31.3966,23.0442,6.10E-01,1.0643,1.105,213.968,85.404,8.037
20240905,S1,22.179,15.6709,31.4025,23.0558,5.75E-01,1.0588,1.0355,214.446,85.544,8.038
20240905,S1,22.364,15.6574,31.4002,23.057,5.42E-01,1.0515,0.9659,214.483,85.535,8.037
20240905,S1,22.552,15.6625,31.3936,23.0508,5.08E-01,1.057,1.0326,214.187,85.422,8.037
20240905,S1,22.731,15.6675,31.3986,23.0536,4.81E-01,1.0662,1.1514,213.928,85.33,8.037
20240905,S1,22.898,15.6621,31.3981,23.0543,4.50E-01,1.0689,1.1282,213.917,85.316,8.037
20240905,S1,23.067,15.6623,31.396,23.0527,4.27E-01,1.0799,1.0587,213.874,85.298,8.037
20240905,S1,23.237,15.6541,31.3992,23.057,4.06E-01,1.0762,1.0587,213.817,85.264,8.037
20240905,S1,23.42,15.6515,31.3981,23.0567,3.87E-01,1.0506,1.0587,213.715,85.218,8.037
20240905,S1,23.614,15.6468,31.4009,23.0598,3.63E-01,1.0497,1.0587,213.618,85.173,8.037
20240905,S1,23.801,15.636,31.3999,23.0615,3.38E-01,1.0945,1.0123,213.715,85.193,8.037
20240905,S1,23.989,15.6361,31.3999,23.0614,3.22E-01,1.0964,1.0152,213.765,85.213,8.037
20240905,S1,24.155,15.6461,31.3965,23.0567,3.06E-01,1.0955,1.0529,213.636,85.176,8.037
20240905,S1,24.322,15.6212,31.4044,23.0682,2.90E-01,1.0945,1.0587,213.746,85.183,8.037
20240905,S1,24.499,15.6243,31.4006,23.0646,2.74E-01,1.0717,1.0587,214.127,85.338,8.037
20240905,S1,24.687,15.6257,31.3992,23.0632,2.53E-01,1.0643,1.0587,214.486,85.483,8.037
20240905,S1,24.886,15.5998,31.4092,23.0766,2.34E-01,1.0826,1.0587,214.267,85.358,8.037
20240905,S1,25.075,15.5996,31.4025,23.0715,2.19E-01,1.0945,1.0587,213.894,85.205,8.037
20240905,S1,25.247,15.5997,31.4019,23.071,2.08E-01,1.1009,1.0587,213.781,85.16,8.037
20240905,S1,25.413,15.5989,31.4023,23.0715,1.91E-01,1.1083,1.0587,213.742,85.143,8.037
20240905,S1,25.583,15.5987,31.4029,23.072,1.83E-01,1.1028,1.076,213.626,85.097,8.036
20240905,S1,25.763,15.5937,31.4041,23.074,1.77E-01,1.0936,1.1079,213.246,84.938,8.036
20240905,S1,25.953,15.5839,31.4042,23.0763,1.64E-01,1.0964,1.1282,212.859,84.768,8.036
20240905,S1,26.145,15.594,31.4015,23.0719,1.49E-01,1.1092,1.2007,212.797,84.758,8.036
20240905,S1,26.33,15.5833,31.4043,23.0765,1.41E-01,1.1064,1.1659,212.943,84.8,8.036
20240905,S1,26.498,15.5715,31.4063,23.0806,1.31E-01,1.0945,0.9166,213.313,84.929,8.036
20240905,S1,26.664,15.5763,31.4039,23.0777,1.20E-01,1.0945,0.9166,213.567,85.037,8.035
20240905,S1,26.834,15.5722,31.4061,23.0803,1.11E-01,1.0799,1.0123,213.909,85.168,8.035
20240905,S1,27.014,15.5708,31.4044,23.0793,1.04E-01,1.0781,1.0123,214.044,85.218,8.035
20240905,S1,27.197,15.5701,31.4033,23.0786,9.63E-02,1.079,1.134,213.99,85.195,8.035
20240905,S1,27.387,15.5647,31.4064,23.0822,8.65E-02,1.079,1.1514,213.603,85.033,8.035
20240905,S1,27.563,15.5561,31.4059,23.0837,8.13E-02,1.0579,1.0818,213.024,84.788,8.035
20240905,S1,27.734,15.5677,31.4025,23.0785,6.94E-02,1.0497,1.0587,212.518,84.604,8.035
20240905,S1,27.9,15.5606,31.4045,23.0816,6.17E-02,1.0588,1.0558,212.55,84.606,8.035
20240905,S1,28.079,15.5589,31.4074,23.0843,5.98E-02,1.0643,1.0558,213.125,84.834,8.039
20240905,S1,28.258,15.5531,31.4051,23.0837,5.34E-02,1.0579,1.105,213.843,85.108,8.06
20240905,S1,28.451,15.5472,31.4116,23.09,4.75E-02,1.0515,1.1514,214.26,85.268,8.098
20240905,S1,28.633,15.5227,31.4112,23.0951,4.63E-02,1.0451,1.1166,214.121,85.172,8.136
20240905,S1,28.804,15.5114,31.4149,23.1004,3.85E-02,1.0359,1.0587,213.679,84.979,8.179
20240905,S1,28.968,15.4881,31.4141,23.1048,3.79E-02,1.0387,1.0789,213.763,84.973,8.209
20240905,S1,29.139,15.497,31.4109,23.1005,3.27E-02,1.0506,1.1514,213.958,85.064,8.225
20240905,S1,29.316,15.4939,31.4123,23.1022,3.01E-02,1.0506,1.1572,213.879,85.028,8.233
20240905,S1,29.501,15.511,31.408,23.0952,2.80E-02,1.0497,1.1978,213.41,84.868,8.238
20240905,S1,29.682,15.515,31.4084,23.0947,2.17E-02,1.0506,1.2007,212.997,84.71,8.243
20240905,S1,29.853,15.5066,31.412,23.0992,1.70E-02,1.0359,1.2007,213.031,84.712,8.248
20240905,S1,30.017,15.4999,31.413,23.1015,1.30E-02,1.0369,1.2007,213.379,84.84,8.254
20240905,S1,30.184,15.5045,31.4069,23.0958,1.34E-02,1.0369,1.2413,213.509,84.896,8.26
20240905,S1,30.361,15.5091,31.4111,23.098,7.11E-03,1.0359,1.2471,213.435,84.876,8.265
20240905,S1,30.547,15.5148,31.4051,23.0922,3.14E-03,1.025,1.279,213.441,84.885,8.269
20240905,S1,30.728,15.5254,31.4057,23.0904,1.21E-04,1.0213,1.2935,213.503,84.927,8.272
20240905,S1,30.9,15.5171,31.4097,23.0952,7.66E-04,1.0112,1.2355,213.513,84.92,8.275
20240905,S1,31.064,15.5165,31.4089,23.0947,7.55E-05,1.0057,1.2007,213.502,84.914,8.278
20240905,S1,31.227,15.5101,31.4098,23.0969,7.55E-05,1.0131,1.2239,213.715,84.989,8.283
20240905,S1,31.404,15.5029,31.4121,23.1002,7.55E-05,1.0204,1.2471,213.81,85.016,8.288
20240905,S1,31.592,15.468,31.4243,23.1172,7.55E-05,1.0204,1.2297,213.806,84.963,8.294
20240905,S1,31.776,15.4547,31.4144,23.1125,6.02E-05,1.0213,1.2007,213.612,84.858,8.299
20240905,S1,31.951,15.4434,31.4191,23.1185,6.02E-05,1.0131,1.1862,213.208,84.681,8.304
20240905,S1,32.12,15.4324,31.4192,23.121,6.02E-05,0.9911,1.1514,212.855,84.523,8.31
20240905,S1,32.283,15.4733,31.4045,23.1008,6.02E-05,0.992,1.1949,212.526,84.451,8.315
20240905,S1,32.456,15.4295,31.4274,23.128,6.02E-05,0.992,1.5283,212.771,84.49,8.32
20240905,S1,32.644,15.4139,31.4204,23.1259,6.02E-05,0.9911,1.5283,212.923,84.52,8.324
20240905,S1,32.84,15.4165,31.4185,23.124,7.55E-05,1.0057,1.1572,212.818,84.481,8.327
20240905,S1,33.007,15.4201,31.4172,23.1222,6.02E-05,1.0057,1.1514,212.333,84.294,8.33
20240905,S1,33.159,15.4303,31.4155,23.1186,6.02E-05,0.9929,1.2732,211.853,84.119,8.334
20240905,S1,33.318,15.4332,31.4163,23.1187,6.02E-05,0.9911,1.2935,211.754,84.085,8.338
20240905,S1,33.479,15.4355,31.4156,23.1176,6.02E-05,0.9682,1.3283,212.061,84.21,8.344
20240905,S1,33.655,15.4261,31.4186,23.1219,6.02E-05,0.9627,1.3399,212.551,84.391,8.35
20240905,S1,33.836,15.4371,31.4131,23.1154,6.02E-05,0.9709,1.3689,212.678,84.457,8.358
20240905,S1,34.006,15.4447,31.4136,23.1141,6.02E-05,0.9773,1.3892,212.349,84.339,8.369
20240905,S1,34.164,15.4473,31.4134,23.1133,6.02E-05,0.9627,1.366,212.086,84.239,8.381
20240905,S1,34.286,15.4435,31.4152,23.1156,7.55E-05,0.9471,1.3399,212.077,84.23,8.392
20240905,S1,34.38,15.4468,31.4145,23.1143,6.02E-05,0.9416,1.2877,212.011,84.209,8.4
20240905,S1,34.483,15.4457,31.4144,23.1145,6.02E-05,0.9334,1.2007,212.087,84.237,8.408
20240905,S1,34.593,15.4389,31.4171,23.118,6.02E-05,0.9362,1.1659,212.142,84.249,8.415
20240905,S1,34.701,15.4389,31.4142,23.1158,6.02E-05,0.9471,1.0616,212.176,84.261,8.422
20240905,S1,34.734,15.4387,31.4167,23.1178,6.02E-05,0.9481,1.0587,212.435,84.365,8.428
20240905,S2,0.754,14.7103,31.4857,23.3257,1.86E+03,0.8849,0.818,225.643,88.369,8.077
20240905,S2,0.76,14.7177,31.4857,23.3241,1.84E+03,0.8739,0.7832,225.732,88.417,8.075
20240905,S2,0.757,14.7144,31.4845,23.3239,1.69E+03,0.8666,0.8064,225.575,88.349,8.076
20240905,S2,0.749,14.7166,31.4849,23.3237,1.84E+03,0.8592,0.8296,225.171,88.195,8.075
20240905,S2,0.74,14.7199,31.4828,23.3214,1.95E+03,0.8483,0.8122,225.179,88.202,8.076
20240905,S2,0.738,14.7223,31.4817,23.32,1.79E+03,0.8309,0.7832,225.703,88.411,8.076
20240905,S2,0.747,14.7509,31.4741,23.3081,1.76E+03,0.8309,0.7832,226.219,88.659,8.076
20240905,S2,0.753,14.7616,31.4741,23.3059,1.76E+03,0.8309,0.7832,226.598,88.827,8.075
20240905,S2,0.751,14.7663,31.479,23.3087,1.66E+03,0.8373,0.7774,226.384,88.754,8.076
20240905,S2,0.753,14.7675,31.4813,23.3103,1.83E+03,0.8904,0.7368,225.609,88.454,8.076
20240905,S2,0.753,14.7629,31.4832,23.3126,1.75E+03,0.8904,0.7368,224.618,88.058,8.076
20240905,S2,0.752,14.7611,31.4823,23.3124,1.84E+03,0.8895,0.7832,224.126,87.862,8.076
20240905,S2,0.747,14.758,31.4832,23.3137,1.94E+03,0.8895,0.7832,224.385,87.958,8.077
20240905,S2,0.742,14.768,31.4824,23.311,1.65E+03,0.8519,0.7803,224.673,88.088,8.076
20240905,S2,0.753,14.7622,31.4844,23.3137,1.69E+03,0.8455,0.7832,225.224,88.295,8.076
20240905,S2,0.756,14.7727,31.4775,23.3062,1.85E+03,0.8895,0.7832,225.515,88.423,8.076
20240905,S2,0.758,14.7805,31.4776,23.3046,1.71E+03,0.905,0.7832,225.866,88.575,8.076
20240905,S2,0.755,14.7821,31.4814,23.3072,1.88E+03,0.9307,0.8122,226.079,88.664,8.077
20240905,S2,0.751,14.7826,31.4814,23.3071,1.84E+03,0.9481,0.8296,225.876,88.585,8.076
20240905,S2,0.754,14.7836,31.4836,23.3086,1.82E+03,0.9343,0.7832,225.532,88.453,8.076
20240905,S2,0.756,14.7662,31.4919,23.3186,1.76E+03,0.9188,0.7339,225.067,88.245,8.076
20240905,S2,0.758,14.7189,31.4937,23.33,1.76E+03,0.9087,0.7687,225.181,88.208,8.076
20240905,S2,0.754,14.7519,31.4764,23.3097,1.88E+03,0.8885,0.8296,225.181,88.255,8.076
20240905,S2,0.847,14.7623,31.4742,23.3058,2.04E+03,0.8922,0.818,225.245,88.297,8.076
20240905,S2,1.039,14.754,31.4949,23.3236,1.75E+03,0.9032,0.7832,225.603,88.436,8.075
20240905,S2,1.244,14.704,31.503,23.3403,1.30E+03,0.9087,0.8093,226.262,88.611,8.076
20240905,S2,1.44,14.6735,31.4875,23.3348,5.39E+02,0.9481,1.0181,226.526,88.651,8.077
20240905,S2,1.634,14.7114,31.4872,23.3266,2.48E+02,0.9481,1.0181,225.818,88.44,8.077
20240905,S2,1.827,14.6452,31.5099,23.3581,2.17E+02,0.9773,1.0645,225.328,88.146,8.078
20240905,S2,2.029,14.6549,31.4874,23.3387,2.02E+02,0.9773,1.0674,224.698,87.903,8.078
