date,station,depth_m,temp_c,sal_psu,density_kg_per_m3,par,fluor_mg_per_m3,turbidity_ntu,O2_umol_per_kg,O2_pct_sat,ph
20240905,S4,94.294,7.6525,32.5665,25.414,4.49E-05,0.1085,1.8588,187.826,63.811,8.105
20240905,S4,94.36,7.6423,32.5701,25.4182,4.49E-05,0.1085,1.8559,187.825,63.798,8.105
20240905,S4,94.576,7.6361,32.5718,25.4204,4.49E-05,0.1085,1.5602,187.645,63.728,8.105
20240905,S4,94.933,7.6252,32.5734,25.4232,4.49E-05,0.1085,1.5283,187.524,63.673,8.105
20240905,S4,95.285,7.6214,32.5753,25.4252,4.49E-05,0.1085,1.8153,187.448,63.642,8.105
20240905,S4,95.478,7.609,32.5791,25.43,4.49E-05,0.1085,1.9052,187.555,63.662,8.105
20240905,S4,95.529,7.6122,32.5756,25.4268,4.49E-05,0.0984,1.7487,187.624,63.689,8.105
20240905,S4,95.579,7.6067,32.5784,25.4297,4.49E-05,0.0939,1.6675,187.564,63.662,8.105
20240905,S4,95.698,7.6046,32.5769,25.4288,4.49E-05,0.1012,1.6443,187.363,63.59,8.105
20240905,S4,95.899,7.6037,32.5766,25.4288,4.49E-05,0.1085,1.6182,187.078,63.492,8.105
20240905,S4,96.168,7.6014,32.5773,25.4296,4.49E-05,0.103,1.7168,186.816,63.4,8.105
20240905,S4,96.463,7.6011,32.5777,25.43,4.49E-05,0.0948,1.8559,186.7,63.36,8.104
20240905,S4,96.661,7.5959,32.5779,25.4309,4.49E-05,0.0939,1.8936,186.668,63.342,8.104
20240905,S4,96.715,7.5962,32.5766,25.4298,4.49E-05,0.0939,1.998,186.642,63.333,8.104
20240905,S4,96.789,7.5957,32.577,25.4302,4.49E-05,0.0966,1.9226,186.584,63.313,8.104
20240905,S4,97.012,7.5929,32.5771,25.4307,4.49E-05,0.1085,1.5283,186.464,63.268,8.104
20240905,S4,97.279,7.5889,32.5793,25.433,4.49E-05,0.1076,1.5399,186.299,63.207,8.104
20240905,S4,97.475,7.5862,32.5848,25.4377,4.49E-05,0.0939,2.0473,186.092,63.136,8.104
20240905,S4,97.68,7.5855,32.5906,25.4424,4.49E-05,0.0939,2.0473,185.849,63.055,8.104
20240905,S4,97.95,7.582,32.6003,25.4505,4.49E-05,0.1067,2.0879,185.593,62.968,8.104
20240905,S4,98.217,7.5792,32.6012,25.4516,4.49E-05,0.1085,2.0908,185.468,62.922,8.104
20240905,S4,98.414,7.577,32.601,25.4517,4.49E-05,0.0957,2.2734,185.377,62.888,8.105
20240905,S4,98.529,7.576,32.6009,25.4518,4.49E-05,0.0939,2.3256,185.301,62.86,8.105
20240905,S4,98.626,7.5746,32.6016,25.4525,4.49E-05,0.103,2.1401,185.367,62.881,8.105
20240905,S4,98.802,7.5671,32.6061,25.4571,4.49E-05,0.1085,2.0444,185.405,62.885,8.105
20240905,S4,99.006,7.5627,32.6098,25.4607,4.49E-05,0.1085,2.1459,185.368,62.868,8.105
20240905,S4,99.18,7.5653,32.6102,25.4606,4.49E-05,0.1076,2.2328,185.281,62.842,8.105
20240905,S4,99.385,7.5723,32.615,25.4634,4.49E-05,0.1076,2.3517,185.12,62.8,8.104
20240905,S4,99.616,7.5764,32.6182,25.4653,4.49E-05,0.1085,2.5141,185.002,62.767,8.104
20240905,S4,99.762,7.5792,32.6204,25.4667,4.49E-05,0.1085,2.488,184.888,62.734,8.105
20240905,S4,99.824,7.5789,32.6212,25.4673,4.49E-05,0.1076,2.4213,184.666,62.658,8.106
20240905,S4,99.947,7.5813,32.6208,25.4667,4.49E-05,0.1058,2.3459,184.375,62.563,8.107
20240905,S4,100.172,7.5829,32.624,25.469,4.49E-05,0.0929,1.998,184.342,62.555,8.108
20240905,S4,100.416,7.5846,32.6329,25.4758,4.49E-05,0.0929,2.0096,184.457,62.601,8.108
20240905,S4,100.628,7.5811,32.6388,25.4809,4.49E-05,0.1085,2.3778,184.74,62.695,8.109
20240905,S4,100.831,7.5748,32.6436,25.4856,4.49E-05,0.1085,2.372,184.941,62.756,8.11
20240905,S4,101.063,7.5732,32.6467,25.4882,4.49E-05,0.1076,2.5025,184.953,62.759,8.111
20240905,S4,101.275,7.5756,32.6537,25.4934,4.49E-05,0.1076,2.5141,184.834,62.725,8.111
20240905,S4,101.39,7.5769,32.6574,25.4961,4.49E-05,0.1076,2.5894,184.696,62.682,8.111
20240905,S4,101.491,7.5777,32.6579,25.4964,4.49E-05,0.1085,2.6068,184.526,62.626,8.111
20240905,S4,101.688,7.579,32.6584,25.4966,4.49E-05,0.1076,2.4793,184.368,62.574,8.111
20240905,S4,101.982,7.5814,32.6618,25.4989,4.49E-05,0.1076,2.4213,184.318,62.562,8.112
20240905,S4,102.299,7.5828,32.6655,25.5017,4.49E-05,0.1085,2.8011,184.25,62.543,8.113
20240905,S4,102.524,7.5836,32.6728,25.5073,4.49E-05,0.1085,3.1229,184.271,62.555,8.114
20240905,S4,102.654,7.5838,32.6742,25.5083,4.49E-05,0.1085,3.1229,184.372,62.59,8.115
20240905,S4,102.8,7.5847,32.676,25.5096,4.49E-05,0.1085,3.1229,184.533,62.646,8.115
20240905,S4,102.973,7.5856,32.6801,25.5127,4.49E-05,0.1122,3.1374,184.657,62.692,8.116
20240905,S4,103.092,7.586,32.682,25.5142,4.49E-05,0.1231,3.1664,184.785,62.737,8.116
20240905,S4,103.217,7.586,32.6826,25.5146,4.49E-05,0.1231,3.1664,184.829,62.752,8.117
20240905,S4,103.432,7.5858,32.6828,25.5148,4.49E-05,0.1231,3.1664,184.883,62.77,8.118
20240905,S4,103.66,7.5857,32.6835,25.5154,4.49E-05,0.1231,3.1925,184.9,62.776,8.118
20240905,S4,103.817,7.5856,32.6834,25.5153,4.49E-05,0.1231,3.7172,184.875,62.767,8.119
20240905,S4,103.985,7.5856,32.6834,25.5153,4.49E-05,0.1231,3.7143,184.936,62.788,8.119
20240905,S4,104.188,7.5854,32.6836,25.5155,4.49E-05,0.1231,3.7549,184.971,62.8,8.12
20240905,S4,104.248,7.5853,32.6837,25.5156,4.49E-05,0.1231,3.7607,184.984,62.804,8.12
20240905,S4,104.203,7.5853,32.6838,25.5157,4.49E-05,0.1112,3.3606,184.905,62.777,8.12
20240905,S4,104.337,7.5842,32.6848,25.5166,4.49E-05,0.1085,3.2621,184.76,62.727,8.121
20240905,S4,104.73,7.5835,32.6855,25.5173,4.49E-05,0.1067,3.2302,184.69,62.702,8.121
20240905,S4,105.076,7.5832,32.6856,25.5174,4.49E-05,0.1085,3.2157,184.808,62.742,8.121
20240905,S4,105.117,7.5836,32.6853,25.5171,4.49E-05,0.1177,3.5143,184.87,62.764,8.122
20240905,S4,104.998,7.5844,32.6853,25.517,4.49E-05,0.1241,3.7578,184.814,62.746,8.122
20240905,S4,104.902,7.5839,32.6852,25.517,4.49E-05,0.1231,3.4766,184.789,62.736,8.122
20240905,S4,104.907,7.5834,32.6853,25.5171,4.49E-05,0.1231,3.0765,184.803,62.741,8.123
20240905,S4,105.055,7.5832,32.6852,25.5171,4.49E-05,0.1231,3.0765,184.818,62.745,8.123
20240905,S4,105.296,7.5833,32.6851,25.517,4.49E-05,0.1231,3.0765,184.82,62.746,8.123
20240905,S4,105.495,7.583,32.6852,25.5171,4.49E-05,0.1222,3.1896,184.845,62.754,8.123
20240905,S4,105.52,7.5832,32.6851,25.5171,4.49E-05,0.1231,3.7636,184.871,62.763,8.124
20240905,S4,105.471,7.5835,32.6849,25.5168,4.49E-05,0.1231,3.7317,184.76,62.726,8.124
20240905,S4,105.51,7.5837,32.6845,25.5165,4.49E-05,0.1231,3.0707,184.519,62.644,8.124
20240905,S4,105.653,7.5836,32.6846,25.5166,4.49E-05,0.1231,3.0765,184.195,62.534,8.124
20240905,S4,105.856,7.5834,32.6848,25.5168,4.49E-05,0.1231,3.207,183.917,62.44,8.124
20240905,S4,106.096,7.5825,32.6855,25.5175,4.49E-05,0.1231,3.2157,183.825,62.407,8.124
20240905,S4,106.329,7.582,32.6858,25.5178,4.49E-05,0.1222,3.6911,183.924,62.44,8.125
20240905,S4,106.395,7.5822,32.6856,25.5176,4.49E-05,0.1231,3.8071,183.98,62.459,8.125
20240905,S4,106.199,7.5834,32.6852,25.5171,4.49E-05,0.1231,3.5056,184.04,62.481,8.126
20240905,S4,105.971,7.5837,32.6851,25.517,4.49E-05,0.1231,3.3577,184.182,62.53,8.126
20240905,S4,105.947,7.5836,32.6852,25.5171,4.49E-05,0.1231,3.2273,184.188,62.532,8.126
20240905,S4,106.192,7.5826,32.6852,25.5172,4.49E-05,0.1241,3.1229,184.217,62.54,8.126
20240905,S4,106.467,7.5825,32.6853,25.5173,4.49E-05,0.1231,3.2389,184.124,62.509,8.126
20240905,S4,106.567,7.5819,32.6855,25.5175,4.49E-05,0.1231,3.4012,184.192,62.531,8.126
20240905,S4,106.535,7.5823,32.6855,25.5175,4.49E-05,0.1231,3.3171,184.324,62.576,8.128
20240905,S4,106.523,7.5823,32.6853,25.5173,4.49E-05,0.1231,3.1258,184.517,62.642,8.127
20240905,S4,106.609,7.5822,32.6855,25.5175,4.49E-05,0.1204,3.1229,184.564,62.658,8.128
20240905,S4,106.743,7.5809,32.6867,25.5187,4.49E-05,0.1085,3.1229,184.266,62.555,8.128
20240905,S4,106.823,7.5804,32.6872,25.5191,4.49E-05,0.1085,3.1229,183.875,62.422,8.128
20240905,S4,106.863,7.5803,32.6873,25.5192,4.49E-05,0.125,3.1229,183.464,62.282,8.128
20240905,S4,106.92,7.5807,32.6869,25.5188,4.49E-05,0.1231,3.1229,183.359,62.247,8.129
20240905,S4,107.022,7.5817,32.6858,25.5178,4.49E-05,0.1094,3.1664,183.529,62.306,8.129
20240905,S4,107.196,7.5786,32.689,25.5208,4.49E-05,0.1085,3.1693,183.813,62.4,8.129
20240905,S4,107.382,7.5773,32.69,25.5217,4.49E-05,0.1204,3.4708,184.052,62.479,8.13
20240905,S4,107.524,7.5774,32.6899,25.5217,4.49E-05,0.1231,3.5433,184.156,62.514,8.13
20240905,S4,107.667,7.5769,32.6905,25.5222,4.49E-05,0.1231,3.8158,183.971,62.451,8.13
20240905,S4,107.75,7.5758,32.6913,25.523,4.49E-05,0.1231,3.9463,183.817,62.398,8.13
20240905,S4,107.68,7.5761,32.6913,25.5229,4.49E-05,0.1231,3.694,183.758,62.378,8.13
20240905,S4,107.645,7.5763,32.691,25.5227,4.49E-05,0.1231,3.4969,183.638,62.337,8.131
20240905,S4,107.695,7.5766,32.6906,25.5223,4.49E-05,0.1231,3.4563,183.488,62.287,8.131
20240905,S4,107.736,7.5768,32.6904,25.5221,4.49E-05,0.1241,3.4041,183.235,62.201,8.131
20240905,S4,107.714,7.5768,32.6903,25.522,4.49E-05,0.1241,3.3577,182.951,62.105,8.132
20240905,S4,107.699,7.5768,32.6903,25.5221,4.49E-05,0.1231,3.2621,182.954,62.106,8.132
20240905,S4,107.723,7.577,32.69,25.5218,4.49E-05,0.1231,3.2881,183.057,62.141,8.133
20240905,S4,107.673,7.5771,32.69,25.5218,4.49E-05,0.1231,3.4012,183.293,62.221,8.132
20240905,S4,107.563,7.5774,32.6899,25.5217,4.49E-05,0.125,3.3867,183.512,62.296,8.133
20240905,S4,107.538,7.5772,32.6898,25.5216,4.49E-05,0.1396,3.12,183.531,62.302,8.133
20240905,S4,107.591,7.5766,32.6904,25.5221,4.49E-05,0.1396,3.1229,183.37,62.247,8.133
20240905,S4,107.641,7.5769,32.6905,25.5222,4.49E-05,0.125,3.3403,183.247,62.206,8.133
20240905,S4,107.679,7.578,32.69,25.5217,4.49E-05,0.1241,3.3577,183.278,62.217,8.134
20240905,S4,107.727,7.5778,32.6901,25.5217,4.49E-05,0.1241,3.3577,183.462,62.28,8.134
20240905,S4,107.751,7.5775,32.6896,25.5214,4.49E-05,0.1241,3.3577,183.706,62.362,8.134
20240905,S4,107.695,7.5784,32.6888,25.5207,4.49E-05,0.1241,3.2621,183.806,62.397,8.134
20240905,S4,107.609,7.5795,32.6882,25.52,4.49E-05,0.1241,3.2186,183.741,62.376,8.135
20240905,S4,107.618,7.58,32.6881,25.5199,4.49E-05,0.1241,3.2186,183.561,62.315,8.136
20240905,S4,107.743,7.5787,32.6892,25.5209,2.97E-05,0.1241,3.2186,183.327,62.234,8.135
20240905,S4,107.834,7.5786,32.6885,25.5204,4.49E-05,0.1231,3.3374,183.07,62.147,8.136
